time	type	activeApp	leftMouseDown	leftMouseUp	rightMouseDown	rightMouseUp	mouseMoved	leftMouseDragged	rightMouseDragged	keyDown	keyUp	flagsChanged	scrollWheel
1585723970.492147	didWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585723970.658686	screenDidWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585724000.778872	screenDidSleep	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585724029.558881	screenDidWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585724031.062822	appActivated	Google Chrome	0	0	0	0	0	0	0	0	0	0	0
1585724037.864872	appActivated	Safari	4	4	0	0	374	2	0	0	0	0	0
1585724075.930015	appActivated	Finder	17	17	0	0	1346	5	0	1	1	0	31
1585724076.853772	appActivated	Sublime Text	1	1	0	0	68	0	0	0	0	0	0
1585724079.544745	appActivated	Sublime Text	2	2	0	0	155	0	0	0	0	0	0
1585724081.059868	appActivated	Finder	1	1	0	0	69	0	0	0	0	0	0
1585724099.325467	appActivated	Acrobat Reader	9	9	0	0	718	5	0	9	9	4	0
1585724100.939329	appActivated	Finder	0	0	0	0	0	0	0	1	0	1	0
1585724109.882223	appActivated	Skype	3	3	0	0	309	0	0	0	1	1	55
1585724122.088992	appActivated	Microsoft Teams	10	10	0	0	627	1	0	0	0	0	0
1585724279.814998	appActivated	Skype	9	9	0	0	2421	1	0	0	0	0	101
1585724282.562610	appActivated	Safari	1	1	0	0	127	0	0	0	0	0	0
1585724293.081601	appActivated	Microsoft Teams	0	0	0	0	444	0	0	0	0	0	243
1585724296.161668	appActivated	Safari	0	0	0	0	37	0	0	0	0	0	0
1585724300.205080	appActivated	Microsoft Teams	0	0	0	0	270	0	0	0	0	0	0
1585724342.624875	appActivated	Finder	9	8	0	0	850	1	0	0	0	0	0
1585724343.137493	appActivated	WhatsApp	1	2	0	0	0	0	0	0	0	0	0
1585724344.126447	appActivated	Microsoft Teams	0	0	0	0	12	0	0	0	0	0	0
1585724370.341079	appActivated	Finder	0	0	0	0	135	0	0	0	0	0	0
1585724370.943196	appActivated	Safari	0	0	0	0	0	0	0	0	0	0	0
1585724376.144727	appActivated	Finder	1	1	0	0	203	0	0	0	0	2	0
1585724376.778595	appActivated	Microsoft Teams	0	0	0	0	0	0	0	0	0	0	0
1585724382.708723	appActivated	Finder	0	0	0	0	138	0	0	0	0	0	0
1585724383.477351	appActivated	Safari	0	0	0	0	30	0	0	0	0	0	0
1585724389.760368	appActivated	Microsoft Teams	0	0	0	0	460	0	0	0	0	0	0
1585724432.012445	appActivated	WhatsApp	0	0	0	0	367	0	0	0	0	0	0
1585724458.718094	appActivated	Microsoft Teams	3	3	0	0	613	0	0	17	17	0	296
1585724463.635440	appActivated	WhatsApp	0	0	0	0	259	0	0	0	0	0	8
1585724480.488173	appActivated	Microsoft Teams	0	0	0	0	186	0	0	46	46	2	0
1585724514.992317	appActivated	WhatsApp	3	3	0	0	1098	0	0	0	0	0	0
1585724564.472855	appActivated	Microsoft Teams	4	4	0	0	665	1	0	100	100	4	38
1585724566.468227	appActivated	WhatsApp	0	0	0	0	24	0	0	0	0	0	0
1585724577.379738	appActivated	Microsoft Teams	2	2	0	0	271	0	0	15	15	0	0
1585724578.078353	appActivated	WhatsApp	0	0	0	0	0	0	0	0	0	0	0
1585724608.782664	appActivated	Microsoft Teams	2	2	0	0	257	15	0	105	105	0	0
1585724611.076745	appActivated	WhatsApp	1	1	0	0	178	0	0	0	0	0	0
1585724640.602236	appActivated	Microsoft Teams	2	2	0	0	298	0	0	89	89	2	0
1585724680.498210	appActivated	WhatsApp	1	1	0	0	474	1	0	0	0	0	0
1585724687.094288	appActivated	Microsoft Teams	1	1	0	0	187	1	0	0	0	0	96
1585724763.213919	appActivated	WhatsApp	3	3	0	0	231	1	0	0	0	0	0
1585724797.570412	appActivated	Finder	5	5	0	0	766	346	0	83	83	0	0
1585724804.237821	appActivated	WhatsApp	7	6	0	0	356	1	0	2	2	0	0
1585724807.473124	appActivated	Microsoft Teams	1	2	0	0	96	53	0	0	0	0	0
1585724808.255306	appActivated	WhatsApp	0	0	0	0	13	0	0	0	0	0	0
1585724810.813793	appActivated	Google Chrome	1	1	0	0	221	0	0	0	0	0	0
1585724814.714858	appActivated	Microsoft Teams	2	2	0	0	201	0	0	0	0	0	0
1585724816.391556	appActivated	Safari	1	1	0	0	114	0	0	0	0	0	0
1585724874.921514	appActivated	Microsoft Teams	20	20	0	0	3107	17	0	13	13	0	0
1585725361.013663	appActivated	Finder	32	32	0	0	9212	36	0	252	252	8	0
1585725364.895585	appActivated	Microsoft Word	3	3	0	0	91	1	0	2	2	0	0
1585725368.107446	appActivated	Microsoft Teams	0	0	0	0	0	0	0	0	0	0	0
1585725382.163489	appActivated	Finder	1	1	0	0	59	0	0	0	0	0	0
1585725384.282266	appActivated	Microsoft Word	2	2	0	0	73	1	0	0	0	0	0
1585725387.823994	appActivated	Finder	1	1	0	0	160	0	0	1	1	2	0
1585725388.795042	appActivated	Microsoft Teams	1	1	0	0	41	1	0	0	0	0	0
1585725390.075646	appActivated	Finder	1	1	0	0	65	1	0	0	0	0	0
1585725391.306990	appActivated	Microsoft Word	2	2	0	0	48	0	0	0	0	0	0
1585725520.934152	appActivated	Microsoft Teams	18	18	0	0	2196	786	0	0	0	0	273
1585725596.684783	appActivated	Microsoft Word	1	1	0	0	367	0	0	0	0	0	0
1585725598.263726	appActivated	WhatsApp	1	1	0	0	94	0	0	0	0	0	0
1585725617.986597	appActivated	Microsoft Word	2	2	0	0	419	0	0	44	44	0	0
1585725622.452534	appActivated	Microsoft Teams	0	0	0	0	100	0	0	0	0	0	0
1585725623.485240	appActivated	Google Chrome	1	1	0	0	96	0	0	0	0	0	0
1585725626.499882	appActivated	Safari	1	1	0	0	193	0	0	0	0	0	0
1585725644.964220	appActivated	Microsoft Word	10	10	0	0	846	149	0	0	0	0	0
1585725646.198513	appActivated	Finder	1	1	0	0	34	26	0	0	0	0	0
1585725648.257957	appActivated	Microsoft Word	1	0	0	0	173	0	0	0	0	0	0
1585725652.834716	appActivated	Finder	1	2	0	0	61	318	0	0	0	0	0
1585725653.734352	appActivated	Microsoft Teams	0	0	0	0	0	0	0	0	0	0	0
1585725654.573722	appActivated	Google Chrome	0	0	0	0	0	0	0	0	0	0	0
1585725655.520229	appActivated	Microsoft Teams	0	0	0	0	36	0	0	0	0	0	0
1585725656.367330	appActivated	Microsoft Word	1	1	0	0	8	0	0	0	0	0	0
1585725656.707391	appActivated	Finder	1	1	0	0	0	16	0	0	0	0	0
1585725658.269239	appActivated	Microsoft Teams	0	0	0	0	11	0	0	1	1	2	0
1585725660.029277	appActivated	Finder	2	2	0	0	90	0	0	0	0	0	0
1585725665.132243	appActivated	Google Chrome	3	3	0	0	175	16	0	1	1	2	0
1585725670.848944	appActivated	Microsoft Teams	2	2	0	0	307	0	0	0	0	0	0
1585725672.527124	appActivated	Safari	1	1	0	0	100	0	0	0	0	0	0
1585725736.779637	appActivated	Microsoft Teams	32	32	0	0	3240	4	0	6	6	6	82
1585725739.383403	appActivated	Finder	2	2	0	0	174	1	0	0	0	0	0
1585725768.171972	appActivated	Safari	26	26	0	0	1428	130	0	0	0	14	0
1585725769.288573	appActivated	Finder	0	0	0	0	51	0	0	0	0	0	0
1585725771.350805	appActivated	Safari	1	0	0	0	41	72	0	0	0	0	0
1585725785.159511	appActivated	WhatsApp	2	3	0	0	632	58	0	0	0	0	116
1585725815.107871	appActivated	Safari	1	1	0	0	632	0	0	0	0	0	62
1585725816.594608	appActivated	WhatsApp	0	0	0	0	56	0	0	0	0	0	0
1585725833.244443	appActivated	Safari	1	1	0	0	107	1	0	53	53	2	0
1585725947.567308	appActivated	WhatsApp	2	2	0	0	783	1	0	0	0	0	0
1585725954.037675	appActivated	Google Chrome	1	0	0	0	156	0	0	16	16	2	20
1585725955.147850	appActivated	Safari	0	1	0	0	37	0	0	0	0	0	0
1585725964.070715	appActivated	Finder	4	4	0	0	376	53	0	0	0	0	0
1585725966.744774	appActivated	Safari	2	1	0	0	52	74	0	0	0	0	0
1585725968.731711	appActivated	Finder	1	2	0	0	157	1	0	0	0	0	0
1585725982.228844	appActivated	Safari	14	13	0	0	595	83	0	2	2	0	0
1585725998.783611	appActivated	WhatsApp	3	4	0	0	443	77	0	0	0	0	0
1585726034.864038	appActivated	Safari	2	2	0	0	223	1	0	162	162	0	23
1585726036.217543	appActivated	WhatsApp	0	0	0	0	59	0	0	0	0	0	0
1585726052.893848	appActivated	Google Chrome	1	1	0	0	79	0	0	68	68	0	0
1585726053.918015	appActivated	Finder	0	0	0	0	10	0	0	0	0	0	0
1585726101.150056	appActivated	WhatsApp	1	1	0	0	110	1	0	0	0	0	0
1585726104.704203	appActivated	Google Chrome	1	1	0	0	56	1	0	3	3	0	0
1585726105.730193	appActivated	Safari	0	0	0	0	13	0	0	0	0	0	0
1585727066.561773	appActivated	WhatsApp	26	26	0	0	2146	77	0	603	603	20	0
1585727073.118224	appActivated	Google Chrome	1	0	0	0	422	0	0	0	0	0	0
1585727074.056711	appActivated	Safari	0	1	0	0	15	0	0	0	0	0	0
1585727392.430575	appActivated	Microsoft Teams	16	16	0	0	2043	286	0	408	408	2	0
1585727534.755116	appActivated	Safari	3	3	0	0	355	1	0	142	142	0	0
1585727566.182162	appActivated	Microsoft Teams	7	6	0	0	864	1	0	23	23	0	128
1585727625.449948	appActivated	Google Chrome	1	2	0	0	126	0	0	17	17	0	0
1585727933.293809	appActivated	Microsoft Teams	11	11	0	0	1246	3	0	24	24	0	24
1585727934.890866	appActivated	Safari	0	0	0	0	33	0	0	0	0	0	0
1585728125.661545	appActivated	WhatsApp	2	2	0	0	374	1	0	70	70	4	2
1585728177.105014	appActivated	Microsoft Teams	7	7	0	0	858	1	0	127	127	0	63
1585728178.703890	appActivated	Microsoft Word	0	0	0	0	58	0	0	0	0	0	0
1585728179.455643	appActivated	Microsoft Teams	0	0	0	0	32	0	0	0	0	0	0
1585728307.987483	appActivated	Google Chrome	6	6	0	0	1305	2	0	0	0	0	0
1585728349.353168	appActivated	Safari	8	8	0	0	729	3	0	36	36	4	61
1585728358.738239	appActivated	Google Chrome	2	2	0	0	261	1	0	2	2	2	0
1585728543.256619	appActivated	Safari	36	36	0	0	5150	160	0	29	29	2	1531
1585728547.723473	appActivated	WhatsApp	6	6	0	0	252	2	0	1	1	2	0
1585728562.555584	appActivated	Google Chrome	6	5	0	0	767	2	0	10	10	2	0
1585728564.875907	appActivated	Microsoft Teams	1	2	0	0	15	0	0	1	1	0	0
1585728566.783055	appActivated	Google Chrome	0	0	0	0	34	0	0	0	0	0	0
1585728569.887725	appActivated	WhatsApp	2	2	0	0	244	1	0	0	0	0	0
1585728642.978588	appActivated	Google Chrome	5	4	0	0	559	3	0	290	290	6	0
1585728645.839442	appActivated	WhatsApp	1	2	0	0	199	0	0	0	0	0	0
1585728656.594228	appActivated	Google Chrome	2	1	0	0	130	0	0	23	23	2	0
1585728661.940228	appActivated	Microsoft Teams	0	1	0	0	202	0	0	0	0	0	117
1585728674.123876	appActivated	Skype	4	4	0	0	694	2	0	0	0	0	98
1585728694.325545	appActivated	Microsoft Teams	7	7	0	0	1035	17	0	0	0	0	102
1585728709.301978	appActivated	Skype	2	2	0	0	404	0	0	35	35	2	0
1585728710.868372	appActivated	Microsoft Teams	0	0	0	0	98	0	0	0	0	0	0
1585728711.517052	appActivated	WhatsApp	1	1	0	0	58	0	0	0	0	0	0
1585728743.842663	appActivated	Microsoft Teams	6	6	0	0	850	1	0	98	98	0	0
1585729194.656284	appActivated	Skype	19	19	0	0	2456	2	0	103	103	2	79
1585729196.922933	appActivated	Microsoft Teams	0	0	0	0	123	0	0	0	0	0	0
1585729199.905842	appActivated	Skype	0	0	0	0	79	0	0	0	0	0	0
1585729201.772001	appActivated	Microsoft Teams	0	0	0	0	89	0	0	0	0	0	0
1585729203.009030	appActivated	Safari	1	1	0	0	82	1	0	0	0	0	0
1585729218.949597	appActivated	Finder	5	5	0	0	781	80	0	1	1	0	0
1585729220.494912	appActivated	Microsoft Word	3	3	0	0	63	1	0	0	0	0	0
1585729227.204489	appActivated	Microsoft Teams	0	0	0	0	47	0	0	0	0	0	206
1585729233.103964	appActivated	Finder	3	2	0	0	142	97	0	0	0	0	0
1585729235.491534	appActivated	Microsoft Teams	1	2	0	0	50	0	0	0	0	0	0
1585729236.458209	appActivated	Microsoft Word	0	0	0	0	35	0	0	0	0	0	0
1585729241.805072	appActivated	Microsoft Teams	1	1	0	0	198	1	0	1	1	2	0
1585729248.289116	appActivated	Finder	3	3	0	0	212	66	0	0	0	0	0
1585729254.489300	appActivated	Pages	3	3	1	1	224	1	0	0	0	0	0
1585729269.040829	appActivated	Microsoft Teams	3	2	0	0	446	116	0	0	0	0	0
1585729270.045430	appActivated	Pages	1	1	0	0	25	36	0	0	0	0	0
1585729280.878925	appActivated	Microsoft Teams	2	2	0	0	216	81	0	0	0	0	60
1585731088.507589	appActivated	Pages	5	5	0	0	735	2	0	154	154	2	0
